LEAGUE,YEAR,TID,TEAM NAME,PARK,HOME GAMES,ATTENDANCE,ATT/G,LAA
AL,1901,MLA,Milwaukee Brewers,Lloyd Street Grounds,70,139034,2030,210448
AL,1902,SLA,St. Louis Browns,Sportsman's Park,73,272283,3890,275807
AL,1903,SLA,St. Louis Browns,Sportsman's Park,70,380405,5474,293111
AL,1904,SLA,St. Louis Browns,Sportsman's Park,78,318108,4078,378004
AL,1905,SLA,St. Louis Browns,Sportsman's Park,79,339112,4348,390094
AL,1906,SLA,St. Louis Browns,Sportsman's Park,76,389157,5054,367260
AL,1907,SLA,St. Louis Browns,Sportsman's Park,76,419025,5407,424846
AL,1908,SLA,St. Louis Browns,Sportsman's Park,78,618947,7986,451421
AL,1909,SLA,St. Louis Browns,Sportsman's Park,79,366274,4757,467484
AL,1910,SLA,St. Louis Browns,Sportsman's Park,79,249889,3163,408836
AL,1911,SLA,St. Louis Browns,Sportsman's Park,78,207984,2737,417439
AL,1912,SLA,St. Louis Browns,Sportsman's Park,79,214070,2727,407954
AL,1913,SLA,St. Louis Browns,Sportsman's Park,77,250330,3230,440851
AL,1914,SLA,St. Louis Browns,Sportsman's Park,81,244714,3078,343449
AL,1915,SLA,St. Louis Browns,Sportsman's Park,76,150358,1891,304336
AL,1916,SLA,St. Louis Browns,Sportsman's Park,79,335740,4250,431486
AL,1917,SLA,St. Louis Browns,Sportsman's Park,78,210486,2706,357357
AL,1918,SLA,St. Louis Browns,Sportsman's Park,53,122076,1985,213500
AL,1919,SLA,St. Louis Browns,Sportsman's Park,70,349350,4991,456780
AL,1920,SLA,St. Louis Browns,Sportsman's Park,78,419311,5446,635538
AL,1921,SLA,St. Louis Browns,Sportsman's Park,77,355978,4623,577541
AL,1922,SLA,St. Louis Browns,Sportsman's Park,77,712918,9259,609294
AL,1923,SLA,St. Louis Browns,Sportsman's Park,78,430296,5588,575324
AL,1924,SLA,St. Louis Browns,Sportsman's Park,78,533349,6972,656930
AL,1925,SLA,St. Louis Browns,Sportsman's Park,78,462898,6012,648356
AL,1926,SLA,St. Louis Browns,Sportsman's Park,79,283986,3664,614073
AL,1927,SLA,St. Louis Browns,Sportsman's Park,78,247879,3138,576619
AL,1928,SLA,St. Louis Browns,Sportsman's Park,77,339497,4409,527649
AL,1929,SLA,St. Louis Browns,Sportsman's Park,77,280697,3645,582809
AL,1930,SLA,St. Louis Browns,Sportsman's Park,78,152088,1975,585716
AL,1931,SLA,St. Louis Browns,Sportsman's Park,77,179126,2326,485412
AL,1932,SLA,St. Louis Browns,Sportsman's Park,75,112558,1462,391654
AL,1933,SLA,St. Louis Browns,Sportsman's Park,77,88113,1152,365776
AL,1934,SLA,St. Louis Browns,Sportsman's Park,76,115305,1497,470451
AL,1935,SLA,St. Louis Browns,Sportsman's Park,76,80922,1044,461001
AL,1936,SLA,St. Louis Browns,Sportsman's Park,77,93267,1203,522365
AL,1937,SLA,St. Louis Browns,Sportsman's Park,78,123121,1578,591979
AL,1938,SLA,St. Louis Browns,Sportsman's Park,77,130417,1672,555711
AL,1939,SLA,St. Louis Browns,Sportsman's Park,78,109159,1399,533825
AL,1940,SLA,St. Louis Browns,Sportsman's Park,77,239591,3072,679224
AL,1941,SLA,St. Louis Browns,Sportsman's Park,79,176240,2245,613995
AL,1942,SLA,St. Louis Browns,Sportsman's Park,77,255617,3386,525027
AL,1943,SLA,St. Louis Browns,Sportsman's Park,77,214392,2803,462071
AL,1944,SLA,St. Louis Browns,Sportsman's Park,77,508644,6606,599770
AL,1945,SLA,St. Louis Browns,Sportsman's Park,76,482986,6273,697553
AL,1946,SLA,St. Louis Browns,Sportsman's Park,77,526435,6749,1202648
AL,1947,SLA,St. Louis Browns,Sportsman's Park,77,320474,4162,1185759
AL,1948,SLA,St. Louis Browns,Sportsman's Park,76,335564,4330,1393762
AL,1949,SLA,St. Louis Browns,Sportsman's Park,77,270936,3496,1341331
AL,1950,SLA,St. Louis Browns,Sportsman's Park,74,247131,3209,1142795
AL,1951,SLA,St. Louis Browns,Sportsman's Park,77,293790,3815,1110334
AL,1952,SLA,St. Louis Browns,Sportsman's Park,78,518796,6694,1036737
AL,1953,SLA,St. Louis Browns,Sportsman's Park,77,297238,3860,870510
AL,1954,BAL,Baltimore Orioles,Memorial Stadium,77,1060910,13778,990296
AL,1955,BAL,Baltimore Orioles,Memorial Stadium,79,852039,10924,1117871
AL,1956,BAL,Baltimore Orioles,Memorial Stadium,77,901201,11704,986710
AL,1957,BAL,Baltimore Orioles,Memorial Stadium,77,1029581,13371,1024527
AL,1958,BAL,Baltimore Orioles,Memorial Stadium,78,829991,10779,912004
AL,1959,BAL,Baltimore Orioles,Memorial Stadium,78,891926,11509,1143682
AL,1960,BAL,Baltimore Orioles,Memorial Stadium,77,1187849,15427,1153316
AL,1961,BAL,Baltimore Orioles,Memorial Stadium,82,951089,11670,1016302
AL,1962,BAL,Baltimore Orioles,Memorial Stadium,82,790254,9756,1001506
AL,1963,BAL,Baltimore Orioles,Memorial Stadium,81,774343,9560,909485
AL,1964,BAL,Baltimore Orioles,Memorial Stadium,82,1116215,13696,923515
AL,1965,BAL,Baltimore Orioles,Memorial Stadium,79,781649,9650,886076
AL,1966,BAL,Baltimore Orioles,Memorial Stadium,79,1203366,15042,1016674
AL,1967,BAL,Baltimore Orioles,Memorial Stadium,77,955053,11864,1133692
AL,1968,BAL,Baltimore Orioles,Memorial Stadium,80,943977,11654,1131739
AL,1969,BAL,Baltimore Orioles,Memorial Stadium,81,1062069,13112,1011227
AL,1970,BAL,Baltimore Orioles,Memorial Stadium,81,1057069,13050,1007095
AL,1971,BAL,Baltimore Orioles,Memorial Stadium,77,1023037,12950,989047
AL,1972,BAL,Baltimore Orioles,Memorial Stadium,77,899950,11688,953211
AL,1973,BAL,Baltimore Orioles,Memorial Stadium,81,958667,11835,1119467
AL,1974,BAL,Baltimore Orioles,Memorial Stadium,81,962572,11884,1087275
AL,1975,BAL,Baltimore Orioles,Memorial Stadium,77,1002157,12606,1099119
AL,1976,BAL,Baltimore Orioles,Memorial Stadium,81,1058609,13069,1221484
AL,1977,BAL,Baltimore Orioles,Memorial Stadium,81,1195769,14854,1402825
AL,1978,BAL,Baltimore Orioles,Memorial Stadium,81,1051724,13065,1466426
AL,1979,BAL,Baltimore Orioles,Memorial Stadium,79,1681009,21145,1597999
AL,1980,BAL,Baltimore Orioles,Memorial Stadium,81,1797438,22191,1563575
AL,1981,BAL,Baltimore Orioles,Memorial Stadium,55,1024247,19509,1004713
AL,1982,BAL,Baltimore Orioles,Memorial Stadium,82,1613031,19792,1648604
AL,1983,BAL,Baltimore Orioles,Memorial Stadium,81,2042071,25211,1713647
AL,1984,BAL,Baltimore Orioles,Memorial Stadium,81,2045784,25257,1711531
AL,1985,BAL,Baltimore Orioles,Memorial Stadium,81,2132387,26489,1752302
AL,1986,BAL,Baltimore Orioles,Memorial Stadium,79,1973176,24360,1798052
AL,1987,BAL,Baltimore Orioles,Memorial Stadium,82,1835692,22663,1948382
AL,1988,BAL,Baltimore Orioles,Memorial Stadium,80,1660738,20630,2035688
AL,1989,BAL,Baltimore Orioles,Memorial Stadium,81,2535208,31299,2132090
AL,1990,BAL,Baltimore Orioles,Memorial Stadium,80,2415189,30002,2166590
AL,1991,BAL,Baltimore Orioles,Memorial Stadium,81,2552753,31515,2294113
AL,1992,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,3567819,44047,2268524
AL,1993,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,3644965,45000,2380955
AL,1994,BAL,Baltimore Orioles,Oriole Park at Camden Yards,55,2535359,45274,1728728
AL,1995,BAL,Baltimore Orioles,Oriole Park at Camden Yards,72,3098475,43034,1811356
AL,1996,BAL,Baltimore Orioles,Oriole Park at Camden Yards,82,3646950,44475,2122721
AL,1997,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,3711132,45816,2234523
AL,1998,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,3684650,45490,2298169
AL,1999,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,3432099,42372,2286874
AL,2000,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,3153397,40704,2262557
AL,2001,BAL,Baltimore Orioles,Oriole Park at Camden Yards,80,3094841,38686,2346071
AL,2002,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,2682917,33122,2207891
AL,2003,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,2454523,30302,2191745
AL,2004,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,2744013,34300,2340422
AL,2005,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,2624804,32404,2360452
AL,2006,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,2153250,26583,2458741
AL,2007,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,2164822,27060,2527968
AL,2008,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,1950075,25000,2464986
AL,2009,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,1907163,23545,2305178
AL,2010,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,1733019,21395,2289427
AL,2011,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,1755461,21672,2333812
AL,2012,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,2102240,26610,2384555
AL,2013,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,2357551,29106,2306065
AL,2014,BAL,Baltimore Orioles,Oriole Park at Camden Yards,81,2464473,30426,2299409
AL,1901,BOS,Boston Americans,Huntington Avenue Baseball Grounds,69,289448,4257,210448
AL,1902,BOS,Boston Americans,Huntington Avenue Baseball Grounds,71,348567,5052,275807
AL,1903,BOS,Boston Americans,Huntington Avenue Baseball Grounds,70,379338,5381,293111
AL,1904,BOS,Boston Americans,Huntington Avenue Baseball Grounds,81,623295,7940,378004
AL,1905,BOS,Boston Americans,Huntington Avenue Baseball Grounds,77,468828,6128,390094
AL,1906,BOS,Boston Americans,Huntington Avenue Baseball Grounds,77,410209,5293,367260
AL,1907,BOS,Boston Americans,Huntington Avenue Baseball Grounds,78,436777,5636,424846
AL,1908,BOS,Boston Red Sox,Huntington Avenue Baseball Grounds,77,473048,6104,451421
AL,1909,BOS,Boston Red Sox,Huntington Avenue Baseball Grounds,75,668965,8802,467484
AL,1910,BOS,Boston Red Sox,Huntington Avenue Baseball Grounds,80,584619,7400,408836
AL,1911,BOS,Boston Red Sox,Huntington Avenue Baseball Grounds,76,503961,6588,417439
AL,1912,BOS,Boston Red Sox,Fenway Park,78,597096,7754,407954
AL,1913,BOS,Boston Red Sox,Fenway Park,75,437194,5791,440851
AL,1914,BOS,Boston Red Sox,Fenway Park,79,481359,6055,343449
AL,1915,BOS,Boston Red Sox,Fenway Park,76,539885,6966,304336
AL,1916,BOS,Boston Red Sox,Fenway Park,78,496397,6364,431486
AL,1917,BOS,Boston Red Sox,Fenway Park,80,387856,4941,357357
AL,1918,BOS,Boston Red Sox,Fenway Park,70,249513,3961,213500
AL,1919,BOS,Boston Red Sox,Fenway Park,66,417291,6048,456780
AL,1920,BOS,Boston Red Sox,Fenway Park,76,402445,5227,635538
AL,1921,BOS,Boston Red Sox,Fenway Park,77,279273,3627,577541
AL,1922,BOS,Boston Red Sox,Fenway Park,73,259184,3366,609294
AL,1923,BOS,Boston Red Sox,Fenway Park,78,229688,2983,575324
AL,1924,BOS,Boston Red Sox,Fenway Park,77,448556,5714,656930
AL,1925,BOS,Boston Red Sox,Fenway Park,75,267782,3523,648356
AL,1926,BOS,Boston Red Sox,Fenway Park,77,285155,3703,614073
AL,1927,BOS,Boston Red Sox,Fenway Park,78,305275,3965,576619
AL,1928,BOS,Boston Red Sox,Fenway Park,74,396920,5155,527649
AL,1929,BOS,Boston Red Sox,Fenway Park,78,394620,5092,582809
AL,1930,BOS,Boston Red Sox,Fenway Park,76,444045,5767,585716
AL,1931,BOS,Boston Red Sox,Fenway Park,80,350975,4588,485412
AL,1932,BOS,Boston Red Sox,Fenway Park,77,182150,2366,391654
AL,1933,BOS,Boston Red Sox,Fenway Park,72,268715,3607,365776
AL,1934,BOS,Boston Red Sox,Fenway Park,77,610640,7982,470451
AL,1935,BOS,Boston Red Sox,Fenway Park,79,558568,7254,461001
AL,1936,BOS,Boston Red Sox,Fenway Park,77,626895,8089,522365
AL,1937,BOS,Boston Red Sox,Fenway Park,74,559659,7268,591979
AL,1938,BOS,Boston Red Sox,Fenway Park,75,646459,8619,555711
AL,1939,BOS,Boston Red Sox,Fenway Park,75,573070,7540,533825
AL,1940,BOS,Boston Red Sox,Fenway Park,79,716234,9302,679224
AL,1941,BOS,Boston Red Sox,Fenway Park,77,718497,9271,613995
AL,1942,BOS,Boston Red Sox,Fenway Park,77,730340,9610,525027
AL,1943,BOS,Boston Red Sox,Fenway Park,77,358275,4623,462071
AL,1944,BOS,Boston Red Sox,Fenway Park,78,506975,6500,599770
AL,1945,BOS,Boston Red Sox,Fenway Park,78,603794,7692,697553
AL,1946,BOS,Boston Red Sox,Fenway Park,78,1416944,18166,1202648
AL,1947,BOS,Boston Red Sox,Fenway Park,81,1427315,18182,1185759
AL,1948,BOS,Boston Red Sox,Fenway Park,78,1558798,20114,1393762
AL,1949,BOS,Boston Red Sox,Fenway Park,77,1596650,20602,1341331
AL,1950,BOS,Boston Red Sox,Fenway Park,77,1344080,17456,1142795
AL,1951,BOS,Boston Red Sox,Fenway Park,75,1312282,17043,1110334
AL,1952,BOS,Boston Red Sox,Fenway Park,77,1115750,14490,1036737
AL,1953,BOS,Boston Red Sox,Fenway Park,76,1026133,13414,870510
AL,1954,BOS,Boston Red Sox,Fenway Park,79,931127,11938,990296
AL,1955,BOS,Boston Red Sox,Fenway Park,78,1203200,15626,1117871
AL,1956,BOS,Boston Red Sox,Fenway Park,78,1137158,14673,986710
AL,1957,BOS,Boston Red Sox,Fenway Park,77,1181087,15339,1024527
AL,1958,BOS,Boston Red Sox,Fenway Park,77,1077047,13897,912004
AL,1959,BOS,Boston Red Sox,Fenway Park,77,984102,12781,1143682
AL,1960,BOS,Boston Red Sox,Fenway Park,77,1129866,14674,1153316
AL,1961,BOS,Boston Red Sox,Fenway Park,82,850589,10437,1016302
AL,1962,BOS,Boston Red Sox,Fenway Park,79,733080,9164,1001506
AL,1963,BOS,Boston Red Sox,Fenway Park,80,942642,11710,909485
AL,1964,BOS,Boston Red Sox,Fenway Park,81,883276,10905,923515
AL,1965,BOS,Boston Red Sox,Fenway Park,81,652201,8052,886076
AL,1966,BOS,Boston Red Sox,Fenway Park,81,811172,10014,1016674
AL,1967,BOS,Boston Red Sox,Fenway Park,81,1727832,21331,1133692
AL,1968,BOS,Boston Red Sox,Fenway Park,81,1940788,23960,1131739
AL,1969,BOS,Boston Red Sox,Fenway Park,81,1833246,22633,1011227
AL,1970,BOS,Boston Red Sox,Fenway Park,81,1595278,19695,1007095
AL,1971,BOS,Boston Red Sox,Fenway Park,80,1678732,20725,989047
AL,1972,BOS,Boston Red Sox,Fenway Park,78,1441718,18603,953211
AL,1973,BOS,Boston Red Sox,Fenway Park,81,1481002,18284,1119467
AL,1974,BOS,Boston Red Sox,Fenway Park,81,1556411,19215,1087275
AL,1975,BOS,Boston Red Sox,Fenway Park,81,1748587,21857,1099119
AL,1976,BOS,Boston Red Sox,Fenway Park,81,1895846,23406,1221484
AL,1977,BOS,Boston Red Sox,Fenway Park,80,2074549,25771,1402825
AL,1978,BOS,Boston Red Sox,Fenway Park,82,2320643,28474,1466426
AL,1979,BOS,Boston Red Sox,Fenway Park,80,2353114,29414,1597999
AL,1980,BOS,Boston Red Sox,Fenway Park,81,1956092,24451,1563575
AL,1981,BOS,Boston Red Sox,Fenway Park,53,1060379,19637,1004713
AL,1982,BOS,Boston Red Sox,Fenway Park,81,1950124,24076,1648604
AL,1983,BOS,Boston Red Sox,Fenway Park,81,1782285,22004,1713647
AL,1984,BOS,Boston Red Sox,Fenway Park,81,1661618,20514,1711531
AL,1985,BOS,Boston Red Sox,Fenway Park,81,1786633,21922,1752302
AL,1986,BOS,Boston Red Sox,Fenway Park,81,2147641,26679,1798052
AL,1987,BOS,Boston Red Sox,Fenway Park,80,2231551,27550,1948382
AL,1988,BOS,Boston Red Sox,Fenway Park,81,2464851,30430,2035688
AL,1989,BOS,Boston Red Sox,Fenway Park,81,2510012,30988,2132090
AL,1990,BOS,Boston Red Sox,Fenway Park,81,2528986,31222,2166590
AL,1991,BOS,Boston Red Sox,Fenway Park,81,2562435,31635,2294113
AL,1992,BOS,Boston Red Sox,Fenway Park,81,2468574,30476,2268524
AL,1993,BOS,Boston Red Sox,Fenway Park,81,2422021,29901,2380955
AL,1994,BOS,Boston Red Sox,Fenway Park,64,1775818,30884,1728728
AL,1995,BOS,Boston Red Sox,Fenway Park,72,2164410,30061,1811356
AL,1996,BOS,Boston Red Sox,Fenway Park,81,2315231,28583,2122721
AL,1997,BOS,Boston Red Sox,Fenway Park,81,2226136,27483,2234523
AL,1998,BOS,Boston Red Sox,Fenway Park,81,2314704,28577,2298169
AL,1999,BOS,Boston Red Sox,Fenway Park,81,2446162,30201,2286874
AL,2000,BOS,Boston Red Sox,Fenway Park,81,2585895,31925,2262557
AL,2001,BOS,Boston Red Sox,Fenway Park,81,2625333,32412,2346071
AL,2002,BOS,Boston Red Sox,Fenway Park,81,2650063,32717,2207891
AL,2003,BOS,Boston Red Sox,Fenway Park,81,2724165,33631,2191745
AL,2004,BOS,Boston Red Sox,Fenway Park,81,2837304,35028,2340422
AL,2005,BOS,Boston Red Sox,Fenway Park,81,2813354,35166,2360452
AL,2006,BOS,Boston Red Sox,Fenway Park,81,2930768,36182,2458741
AL,2007,BOS,Boston Red Sox,Fenway Park,81,2970755,36675,2527968
AL,2008,BOS,Boston Red Sox,Fenway Park,81,3048250,37632,2464986
AL,2009,BOS,Boston Red Sox,Fenway Park,81,3062699,37811,2305178
AL,2010,BOS,Boston Red Sox,Fenway Park,81,3046445,37610,2289427
AL,2011,BOS,Boston Red Sox,Fenway Park,81,3054001,37704,2333812
AL,2012,BOS,Boston Red Sox,Fenway Park,81,3043003,37567,2384555
AL,2013,BOS,Boston Red Sox,Fenway Park,81,2833333,34979,2306065
AL,2014,BOS,Boston Red Sox,Fenway Park,81,2956089,36495,2299409
AL,1901,CHA,Chicago White Stockings,South Side Park,71,354350,5173,210448
AL,1902,CHA,Chicago White Sox,South Side Park,72,337898,4897,275807
AL,1903,CHA,Chicago White Sox,South Side Park,70,286183,4148,293111
AL,1904,CHA,Chicago White Sox,South Side Park,78,557123,7143,378004
AL,1905,CHA,Chicago White Sox,South Side Park,82,687419,8702,390094
AL,1906,CHA,Chicago White Sox,South Side Park,79,585202,7600,367260
AL,1907,CHA,Chicago White Sox,South Side Park,79,666307,8488,424846
AL,1908,CHA,Chicago White Sox,South Side Park,78,636096,8155,451421
AL,1909,CHA,Chicago White Sox,South Side Park,81,478400,6018,467484
AL,1910,CHA,Chicago White Sox,South Side Park,79,552084,7078,408836
AL,1911,CHA,Chicago White Sox,Comiskey Park,78,583208,7574,417439
AL,1912,CHA,Chicago White Sox,Comiskey Park,78,602241,7623,407954
AL,1913,CHA,Chicago White Sox,Comiskey Park,77,644501,8425,440851
AL,1914,CHA,Chicago White Sox,Comiskey Park,81,469290,5978,343449
AL,1915,CHA,Chicago White Sox,Comiskey Park,79,539461,6961,304336
AL,1916,CHA,Chicago White Sox,Comiskey Park,77,679923,8773,431486
AL,1917,CHA,Chicago White Sox,Comiskey Park,79,684521,8776,357357
AL,1918,CHA,Chicago White Sox,Comiskey Park,56,195081,3147,213500
AL,1919,CHA,Chicago White Sox,Comiskey Park,70,627186,8960,456780
AL,1920,CHA,Chicago White Sox,Comiskey Park,77,833492,10825,635538
AL,1921,CHA,Chicago White Sox,Comiskey Park,77,543650,7060,577541
AL,1922,CHA,Chicago White Sox,Comiskey Park,77,602860,7779,609294
AL,1923,CHA,Chicago White Sox,Comiskey Park,75,573778,7356,575324
AL,1924,CHA,Chicago White Sox,Comiskey Park,77,606658,7879,656930
AL,1925,CHA,Chicago White Sox,Comiskey Park,77,832231,10808,648356
AL,1926,CHA,Chicago White Sox,Comiskey Park,79,710339,9166,614073
AL,1927,CHA,Chicago White Sox,Comiskey Park,75,614423,8032,576619
AL,1928,CHA,Chicago White Sox,Comiskey Park,78,494152,6376,527649
AL,1929,CHA,Chicago White Sox,Comiskey Park,76,426795,5616,582809
AL,1930,CHA,Chicago White Sox,Comiskey Park,78,406123,5274,585716
AL,1931,CHA,Chicago White Sox,Comiskey Park,77,403550,5174,485412
AL,1932,CHA,Chicago White Sox,Comiskey Park,77,233198,3068,391654
AL,1933,CHA,Chicago White Sox,Comiskey Park,77,397789,5269,365776
AL,1934,CHA,Chicago White Sox,Comiskey Park,75,236559,3092,470451
AL,1935,CHA,Chicago White Sox,Comiskey Park,77,470281,6147,461001
AL,1936,CHA,Chicago White Sox,Comiskey Park,75,440810,5762,522365
AL,1937,CHA,Chicago White Sox,Comiskey Park,77,589245,7653,591979
AL,1938,CHA,Chicago White Sox,Comiskey Park,73,338278,4541,555711
AL,1939,CHA,Chicago White Sox,Comiskey Park,77,594104,7666,533825
AL,1940,CHA,Chicago White Sox,Comiskey Park,78,660336,8520,679224
AL,1941,CHA,Chicago White Sox,Comiskey Park,79,677077,8680,613995
AL,1942,CHA,Chicago White Sox,Comiskey Park,70,425734,5753,525027
AL,1943,CHA,Chicago White Sox,Comiskey Park,76,508962,6567,462071
AL,1944,CHA,Chicago White Sox,Comiskey Park,77,563539,7319,599770
AL,1945,CHA,Chicago White Sox,Comiskey Park,74,657981,8773,697553
AL,1946,CHA,Chicago White Sox,Comiskey Park,79,983403,12689,1202648
AL,1947,CHA,Chicago White Sox,Comiskey Park,75,876948,11315,1185759
AL,1948,CHA,Chicago White Sox,Comiskey Park,76,777844,10102,1393762
AL,1949,CHA,Chicago White Sox,Comiskey Park,77,937151,12171,1341331
AL,1950,CHA,Chicago White Sox,Comiskey Park,79,781330,10017,1142795
AL,1951,CHA,Chicago White Sox,Comiskey Park,78,1328234,17139,1110334
AL,1952,CHA,Chicago White Sox,Comiskey Park,79,1231675,15791,1036737
AL,1953,CHA,Chicago White Sox,Comiskey Park,78,1191353,15274,870510
AL,1954,CHA,Chicago White Sox,Comiskey Park,78,1231629,15892,990296
AL,1955,CHA,Chicago White Sox,Comiskey Park,77,1175684,15170,1117871
AL,1956,CHA,Chicago White Sox,Comiskey Park,77,1000090,12988,986710
AL,1957,CHA,Chicago White Sox,Comiskey Park,77,1135668,14654,1024527
AL,1958,CHA,Chicago White Sox,Comiskey Park,77,797451,10290,912004
AL,1959,CHA,Chicago White Sox,Comiskey Park,78,1423144,18245,1143682
AL,1960,CHA,Chicago White Sox,Comiskey Park,77,1644460,21357,1153316
AL,1961,CHA,Chicago White Sox,Comiskey Park,81,1146019,14062,1016302
AL,1962,CHA,Chicago White Sox,Comiskey Park,81,1131562,13970,1001506
AL,1963,CHA,Chicago White Sox,Comiskey Park,82,1158848,14307,909485
AL,1964,CHA,Chicago White Sox,Comiskey Park,81,1250053,15433,923515
AL,1965,CHA,Chicago White Sox,Comiskey Park,81,1130519,13957,886076
AL,1966,CHA,Chicago White Sox,Comiskey Park,81,990016,12148,1016674
AL,1967,CHA,Chicago White Sox,Comiskey Park,82,985634,12168,1133692
AL,1968,CHA,Chicago White Sox,Comiskey Park,81,539478,7493,1131739
AL,1969,CHA,Chicago White Sox,Comiskey Park,81,391335,6633,1011227
AL,1970,CHA,Chicago White Sox,Comiskey Park,84,495355,6115,1007095
AL,1971,CHA,Chicago White Sox,Comiskey Park,81,833891,10295,989047
AL,1972,CHA,Chicago White Sox,Comiskey Park,78,1177318,15290,953211
AL,1973,CHA,Chicago White Sox,Comiskey Park,81,1302527,16081,1119467
AL,1974,CHA,Chicago White Sox,Comiskey Park,82,1149596,14105,1087275
AL,1975,CHA,Chicago White Sox,Comiskey Park,81,750802,9327,1099119
AL,1976,CHA,Chicago White Sox,Comiskey Park,80,914945,11366,1221484
AL,1977,CHA,Chicago White Sox,Comiskey Park,81,1657135,20458,1402825
AL,1978,CHA,Chicago White Sox,Comiskey Park,80,1491100,18523,1466426
AL,1979,CHA,Chicago White Sox,Comiskey Park,79,1280702,16009,1597999
AL,1980,CHA,Chicago White Sox,Comiskey Park,81,1200365,14819,1563575
AL,1981,CHA,Chicago White Sox,Comiskey Park,49,946651,17861,1004713
AL,1982,CHA,Chicago White Sox,Comiskey Park,80,1567787,19355,1648604
AL,1983,CHA,Chicago White Sox,Comiskey Park,81,2132821,26331,1713647
AL,1984,CHA,Chicago White Sox,Comiskey Park,81,2136988,26383,1711531
AL,1985,CHA,Chicago White Sox,Comiskey Park,81,1669888,20489,1752302
AL,1986,CHA,Chicago White Sox,Comiskey Park,81,1424313,17584,1798052
AL,1987,CHA,Chicago White Sox,Comiskey Park,81,1208060,14914,1948382
AL,1988,CHA,Chicago White Sox,Comiskey Park,81,1115749,13860,2035688
AL,1989,CHA,Chicago White Sox,Comiskey Park,80,1045651,12989,2132090
AL,1990,CHA,Chicago White Sox,Comiskey Park,80,2002357,24720,2166590
AL,1991,CHA,Chicago White Sox,Comiskey Park,81,2934154,36224,2294113
AL,1992,CHA,Chicago White Sox,Comiskey Park,82,2681156,33101,2268524
AL,1993,CHA,Chicago White Sox,Comiskey Park,81,2581091,31865,2380955
AL,1994,CHA,Chicago White Sox,Comiskey Park,53,1697398,30042,1728728
AL,1995,CHA,Chicago White Sox,Comiskey Park,72,1609773,22204,1811356
AL,1996,CHA,Chicago White Sox,Comiskey Park,81,1676403,20569,2122721
AL,1997,CHA,Chicago White Sox,Comiskey Park,81,1864782,23165,2234523
AL,1998,CHA,Chicago White Sox,Comiskey Park,81,1391146,17175,2298169
AL,1999,CHA,Chicago White Sox,Comiskey Park,81,1349151,16656,2286874
AL,2000,CHA,Chicago White Sox,Comiskey Park,81,1947799,24047,2262557
AL,2001,CHA,Chicago White Sox,Comiskey Park,81,1766172,22077,2346071
AL,2002,CHA,Chicago White Sox,Comiskey Park,81,1676804,20701,2207891
AL,2003,CHA,Chicago White Sox,U.S. Cellular Field,81,1939524,23944,2191745
AL,2004,CHA,Chicago White Sox,U.S. Cellular Field,81,1930537,24437,2340422
AL,2005,CHA,Chicago White Sox,U.S. Cellular Field,81,2342834,28923,2360452
AL,2006,CHA,Chicago White Sox,U.S. Cellular Field,81,2957414,36511,2458741
AL,2007,CHA,Chicago White Sox,U.S. Cellular Field,81,2684395,33140,2527968
AL,2008,CHA,Chicago White Sox,U.S. Cellular Field,82,2501103,30877,2464986
AL,2009,CHA,Chicago White Sox,U.S. Cellular Field,81,2284164,28199,2305178
AL,2010,CHA,Chicago White Sox,U.S. Cellular Field,81,2194378,27091,2289427
AL,2011,CHA,Chicago White Sox,U.S. Cellular Field,81,2001117,24705,2333812
AL,2012,CHA,Chicago White Sox,U.S. Cellular Field,81,1965955,24271,2384555
AL,2013,CHA,Chicago White Sox,U.S. Cellular Field,81,1768413,21832,2306065
AL,2014,CHA,Chicago White Sox,U.S. Cellular Field,81,1650821,20381,2299409
AL,1902,CLE,Cleveland Bronchos,League Park,65,131380,1904,210448
AL,1903,CLE,Cleveland Naps,League Park,74,311280,4449,293111
AL,1904,CLE,Cleveland Naps,League Park,78,264749,3438,378004
AL,1905,CLE,Cleveland Naps,League Park,77,316306,4081,390094
AL,1906,CLE,Cleveland Naps,League Park,79,325733,4149,367260
AL,1907,CLE,Cleveland Naps,League Park,82,382046,4836,424846
AL,1908,CLE,Cleveland Naps,League Park,78,422262,5379,451421
AL,1909,CLE,Cleveland Naps,League Park,77,354627,4576,467484
AL,1910,CLE,Cleveland Naps,League Park,80,293456,3645,408836
