LEAGUE,YEAR,TID,TEAM NAME,PARK,HOME GAMES,ATTENDANCE,ATT/G,LAA
NL,1985,LAN,Los Angeles Dodgers,Dodger Stadium,81,3264593,40304,1857680
NL,1986,LAN,Los Angeles Dodgers,Dodger Stadium,81,3023208,37324,1861123
NL,1987,LAN,Los Angeles Dodgers,Dodger Stadium,81,2797409,34536,2061180
NL,1988,LAN,Los Angeles Dodgers,Dodger Stadium,81,2980262,36793,2041606
NL,1989,LAN,Los Angeles Dodgers,Dodger Stadium,81,2944653,36808,2110320
NL,1990,LAN,Los Angeles Dodgers,Dodger Stadium,81,3002396,37067,2040959
NL,1991,LAN,Los Angeles Dodgers,Dodger Stadium,81,3348170,41335,2058014
NL,1992,LAN,Los Angeles Dodgers,Dodger Stadium,81,2473266,30534,2009261
NL,1993,LAN,Los Angeles Dodgers,Dodger Stadium,81,3170393,39141,2637470
NL,1994,LAN,Los Angeles Dodgers,Dodger Stadium,55,2279355,39641,1843416
NL,1995,LAN,Los Angeles Dodgers,Dodger Stadium,72,2766251,38420,1793589
NL,1996,LAN,Los Angeles Dodgers,Dodger Stadium,81,3188454,39364,2169949
NL,1997,LAN,Los Angeles Dodgers,Dodger Stadium,81,3319504,40982,2277526
NL,1998,LAN,Los Angeles Dodgers,Dodger Stadium,81,3089222,38139,2401674
NL,1999,LAN,Los Angeles Dodgers,Dodger Stadium,81,3098042,38247,2380436
NL,2000,LAN,Los Angeles Dodgers,Dodger Stadium,81,2880242,35559,2480194
NL,2001,LAN,Los Angeles Dodgers,Dodger Stadium,81,3017143,37249,2481346
NL,2002,LAN,Los Angeles Dodgers,Dodger Stadium,81,3131077,38655,2309294
NL,2003,LAN,Los Angeles Dodgers,Dodger Stadium,81,3138626,38748,2273813
NL,2004,LAN,Los Angeles Dodgers,Dodger Stadium,81,3488283,43065,2512690
NL,2005,LAN,Los Angeles Dodgers,Dodger Stadium,81,3603680,44489,2583685
NL,2006,LAN,Los Angeles Dodgers,Dodger Stadium,81,3758421,46400,2598741
NL,2007,LAN,Los Angeles Dodgers,Dodger Stadium,81,3856753,47614,2756384
NL,2008,LAN,Los Angeles Dodgers,Dodger Stadium,81,3730553,46056,2755082
NL,2009,LAN,Los Angeles Dodgers,Dodger Stadium,81,3761669,46440,2571627
NL,2010,LAN,Los Angeles Dodgers,Dodger Stadium,81,3562320,43979,2563111
NL,2011,LAN,Los Angeles Dodgers,Dodger Stadium,81,2935139,36236,2547018
NL,2012,LAN,Los Angeles Dodgers,Dodger Stadium,81,3324246,41040,2592218
NL,2013,LAN,Los Angeles Dodgers,Dodger Stadium,81,3743527,46216,2629060
NL,2014,LAN,Los Angeles Dodgers,Dodger Stadium,81,3782337,46696,2615565
NL,1993,FLO,Florida Marlins,Joe Robbie Stadium,81,3064847,37838,2637470
NL,1994,FLO,Florida Marlins,Joe Robbie Stadium,59,1937467,33695,1843416
NL,1995,FLO,Florida Marlins,Joe Robbie Stadium,71,1700466,23783,1793589
NL,1996,FLO,Florida Marlins,Joe Robbie Stadium,81,1746767,21565,2169949
NL,1997,FLO,Florida Marlins,Pro Player Stadium,81,2364387,29190,2277526
NL,1998,FLO,Florida Marlins,Pro Player Stadium,81,1750395,21363,2401674
NL,1999,FLO,Florida Marlins,Pro Player Stadium,80,1369421,16906,2380436
NL,2000,FLO,Florida Marlins,Pro Player Stadium,81,1173389,15134,2480194
NL,2001,FLO,Florida Marlins,Pro Player Stadium,80,1261226,15765,2481346
NL,2002,FLO,Florida Marlins,Pro Player Stadium,81,813111,10038,2309294
NL,2003,FLO,Florida Marlins,Pro Player Stadium,81,1303215,16290,2273813
NL,2004,FLO,Florida Marlins,Pro Player Stadium,80,1723105,22091,2512690
NL,2005,FLO,Florida Marlins,Dolphins Stadium,81,1823388,22792,2583685
NL,2006,FLO,Florida Marlins,Dolphin Stadium,81,1165120,14384,2598741
NL,2007,FLO,Florida Marlins,Dolphin Stadium,81,1370511,16919,2756384
NL,2008,FLO,Florida Marlins,Dolphin Stadium,81,1335075,16688,2755082
NL,2009,FLO,Florida Marlins,Dolphin Stadium / Landshark Stadium,81,1464109,18770,2571627
NL,2010,FLO,Florida Marlins,Dolphin Stadium,81,1524894,18826,2563111
NL,2011,FLO,Florida Marlins,Dolphin Stadium,78,1520562,18772,2547018
NL,2012,MIA,Miami Marlins,Marlins Ballpark,81,2219444,27400,2592218
NL,2013,MIA,Miami Marlins,Marlins Ballpark,81,1586322,19584,2629060
NL,2014,MIA,Miami Marlins,Marlins Ballpark,81,1732283,21386,2615565
AL,1969,SE1,Seattle Pilots,Sicks Stadium,82,677944,8370,1011227
AL,1970,ML4,Milwaukee Brewers,County Stadium,81,933690,11527,1388517
AL,1971,ML4,Milwaukee Brewers,County Stadium,82,731531,9031,1443738
AL,1972,ML4,Milwaukee Brewers,County Stadium,79,600440,7413,1294144
AL,1973,ML4,Milwaukee Brewers,County Stadium,81,1092158,13483,1389610
AL,1974,ML4,Milwaukee Brewers,County Stadium,81,955741,11799,1414860
AL,1975,ML4,Milwaukee Brewers,County Stadium,81,1213357,14980,1383374
AL,1976,ML4,Milwaukee Brewers,County Stadium,81,1012164,12496,1388377
AL,1977,ML4,Milwaukee Brewers,County Stadium,81,1114938,13765,1589186
AL,1978,ML4,Milwaukee Brewers,County Stadium,81,1601406,19770,1675577
AL,1979,ML4,Milwaukee Brewers,County Stadium,81,1918343,23683,1764868
AL,1980,ML4,Milwaukee Brewers,County Stadium,82,1857408,22931,1760340
AL,1981,ML4,Milwaukee Brewers,County Stadium,49,874292,10794,1039866
AL,1982,ML4,Milwaukee Brewers,County Stadium,82,1978896,24431,1792285
AL,1983,ML4,Milwaukee Brewers,County Stadium,81,2397131,25594,1795774
AL,1984,ML4,Milwaukee Brewers,County Stadium,81,1608509,19858,1731786
AL,1985,ML4,Milwaukee Brewers,County Stadium,80,1360265,16793,1857680
AL,1986,ML4,Milwaukee Brewers,County Stadium,80,1265041,15618,1861123
AL,1987,ML4,Milwaukee Brewers,County Stadium,81,1909244,23571,2061180
AL,1988,ML4,Milwaukee Brewers,County Stadium,81,1923238,23744,2041606
AL,1989,ML4,Milwaukee Brewers,County Stadium,81,1970735,24330,2110320
AL,1990,ML4,Milwaukee Brewers,County Stadium,81,1752900,21641,2040959
AL,1991,ML4,Milwaukee Brewers,County Stadium,80,1478729,18256,2058014
AL,1992,ML4,Milwaukee Brewers,County Stadium,81,1857351,22930,2009261
AL,1993,ML4,Milwaukee Brewers,County Stadium,81,1688080,20840,2637470
AL,1994,ML4,Milwaukee Brewers,County Stadium,56,1268399,15659,1843416
AL,1995,ML4,Milwaukee Brewers,County Stadium,72,1087560,13427,1793589
AL,1996,ML4,Milwaukee Brewers,County Stadium,81,1327155,16385,2169949
AL,1997,ML4,Milwaukee Brewers,County Stadium,80,1444027,17827,2277526
NL,1998,MIL,Milwaukee Brewers,County Stadium,81,1811593,22365,2401674
NL,1999,MIL,Milwaukee Brewers,County Stadium,80,1701790,21010,2380436
NL,2000,MIL,Milwaukee Brewers,County Stadium,81,1573621,19427,2480194
NL,2001,MIL,Milwaukee Brewers,Miller Park,81,2811040,34704,2481346
NL,2002,MIL,Milwaukee Brewers,Miller Park,81,1969693,24317,2309294
NL,2003,MIL,Milwaukee Brewers,Miller Park,81,1700354,20992,2273813
NL,2004,MIL,Milwaukee Brewers,Miller Park,81,2062382,25461,2512690
NL,2005,MIL,Milwaukee Brewers,Miller Park,81,2211023,27296,2583685
NL,2006,MIL,Milwaukee Brewers,Miller Park,81,2335643,28835,2598741
NL,2007,MIL,Milwaukee Brewers,Miller Park,81,2869144,35421,2756384
NL,2008,MIL,Milwaukee Brewers,Miller Park,81,3068458,37882,2755082
NL,2009,MIL,Milwaukee Brewers,Miller Park,81,3037451,37499,2571627
NL,2010,MIL,Milwaukee Brewers,Miller Park,81,2776531,34278,2563111
NL,2011,MIL,Milwaukee Brewers,Miller Park,81,3071373,37918,2547018
NL,2012,MIL,Milwaukee Brewers,Miller Park,81,2831385,34955,2592218
NL,2013,MIL,Milwaukee Brewers,Miller Park,81,2531105,31248,2629060
NL,2014,MIL,Milwaukee Brewers,Miller Park,81,2797384,34536,2615565
NL,1962,NYN,New York Mets,Polo Grounds,80,922530,11532,"1,13,6016"
NL,1963,NYN,New York Mets,Polo Grounds,81,1080108,13335,1138223
NL,1964,NYN,New York Mets,Shea Stadium,82,1732597,21390,1204519
NL,1965,NYN,New York Mets,Shea Stadium,82,1768389,21832,1358114
NL,1966,NYN,New York Mets,Shea Stadium,81,1932693,24009,1501547
NL,1967,NYN,New York Mets,Shea Stadium,78,1565492,19327,1297143
NL,1968,NYN,New York Mets,Shea Stadium,82,1781657,21996,1178536
NL,1969,NYN,New York Mets,Shea Stadium,82,2175373,26856,1257912
NL,1970,NYN,New York Mets,Shea Stadium,82,2697479,33302,1388517
NL,1971,NYN,New York Mets,Shea Stadium,81,2266680,27984,1443738
NL,1972,NYN,New York Mets,Shea Stadium,78,2134185,27361,1294144
NL,1973,NYN,New York Mets,Shea Stadium,81,1912390,23756,1389610
NL,1974,NYN,New York Mets,Shea Stadium,81,1722209,21262,1414860
NL,1975,NYN,New York Mets,Shea Stadium,81,1730566,21365,1383374
NL,1976,NYN,New York Mets,Shea Stadium,82,1468754,18133,1388377
NL,1977,NYN,New York Mets,Shea Stadium,79,1066825,13171,1589186
NL,1978,NYN,New York Mets,Shea Stadium,80,1007328,12436,1675577
NL,1979,NYN,New York Mets,Shea Stadium,82,788905,9740,1764868
NL,1980,NYN,New York Mets,Shea Stadium,82,1192073,14717,1760340
NL,1981,NYN,New York Mets,Shea Stadium,52,704244,13675,1039866
NL,1982,NYN,New York Mets,Shea Stadium,81,1323036,16334,1792285
NL,1983,NYN,New York Mets,Shea Stadium,82,1112774,13738,1795774
NL,1984,NYN,New York Mets,Shea Stadium,81,1842695,22749,1731786
NL,1985,NYN,New York Mets,Shea Stadium,81,2761601,34094,1857680
NL,1986,NYN,New York Mets,Shea Stadium,81,2767604,34168,1861123
NL,1987,NYN,New York Mets,Shea Stadium,81,3034129,37458,2061180
NL,1988,NYN,New York Mets,Shea Stadium,80,3055445,38193,2041606
NL,1989,NYN,New York Mets,Shea Stadium,81,2918710,36033,2110320
NL,1990,NYN,New York Mets,Shea Stadium,81,2732745,33738,2040959
NL,1991,NYN,New York Mets,Shea Stadium,82,2284484,28379,2058014
NL,1992,NYN,New York Mets,Shea Stadium,81,1779534,21970,2009261
NL,1993,NYN,New York Mets,Shea Stadium,81,1873183,23126,2637470
NL,1994,NYN,New York Mets,Shea Stadium,53,1151471,20380,1843416
NL,1995,NYN,New York Mets,Shea Stadium,72,1273183,17683,1793589
NL,1996,NYN,New York Mets,Shea Stadium,81,1588323,19609,2169949
NL,1997,NYN,New York Mets,Shea Stadium,81,1766174,21805,2277526
NL,1998,NYN,New York Mets,Shea Stadium,81,2287948,28246,2401674
NL,1999,NYN,New York Mets,Shea Stadium,81,2726008,33448,2380436
NL,2000,NYN,New York Mets,Shea Stadium,81,2820530,34821,2480194
NL,2001,NYN,New York Mets,Shea Stadium,81,2658330,32819,2481346
NL,2002,NYN,New York Mets,Shea Stadium,78,2804838,34628,2309294
NL,2003,NYN,New York Mets,Shea Stadium,80,2140599,28165,2273813
NL,2004,NYN,New York Mets,Shea Stadium,81,2318321,28979,2512690
NL,2005,NYN,New York Mets,Shea Stadium,81,2782212,35217,2583685
NL,2006,NYN,New York Mets,Shea Stadium,81,3379551,43327,2598741
NL,2007,NYN,New York Mets,Shea Stadium,81,3853955,47579,2756384
NL,2008,NYN,New York Mets,Shea Stadium,81,4042047,51165,2755082
NL,2009,NYN,New York Mets,Citi Field,81,3154262,38941,2571627
NL,2010,NYN,New York Mets,Citi Field,81,2559738,31602,2563111
NL,2011,NYN,New York Mets,Citi Field,81,2352596,29044,2547018
NL,2012,NYN,New York Mets,Citi Field,81,2242803,28035,2592218
NL,2013,NYN,New York Mets,Citi Field,81,2135657,26366,2629060
NL,2014,NYN,New York Mets,Citi Field,81,2148808,26528,2615565
NL,1901,PHI,Philadelphia Phillies,Baker Bowl,69,234937,3356,240004
NL,1902,PHI,Philadelphia Phillies,Baker Bowl,69,112066,1636,210377
NL,1903,PHI,Philadelphia Phillies,Baker Bowl,61,151729,2248,298795
NL,1904,PHI,Philadelphia Phillies,Baker Bowl,73,140771,1852,333034
NL,1905,PHI,Philadelphia Phillies,Baker Bowl,76,317932,4183,341789
NL,1906,PHI,Philadelphia Phillies,Baker Bowl,77,294680,3852,347652
NL,1907,PHI,Philadelphia Phillies,Baker Bowl,75,341216,4642,330028
NL,1908,PHI,Philadelphia Phillies,Baker Bowl,78,420660,5463,439014
NL,1909,PHI,Philadelphia Phillies,Baker Bowl,77,303177,3963,437053
NL,1910,PHI,Philadelphia Phillies,Baker Bowl,78,296597,3877,366970
NL,1911,PHI,Philadelphia Phillies,Baker Bowl,76,416000,5474,403971
NL,1912,PHI,Philadelphia Phillies,Baker Bowl,75,250000,3289,341970
NL,1913,PHI,Philadelphia Phillies,Baker Bowl,78,470000,6225,353941
NL,1914,PHI,Philadelphia Phillies,Baker Bowl,78,138474,1798,213425
NL,1915,PHI,Philadelphia Phillies,Baker Bowl,76,449898,5920,303768
NL,1916,PHI,Philadelphia Phillies,Baker Bowl,79,515365,6737,381454
NL,1917,PHI,Philadelphia Phillies,Baker Bowl,76,354428,4664,295142
NL,1918,PHI,Philadelphia Phillies,Baker Bowl,57,122266,1988,171516
NL,1919,PHI,Philadelphia Phillies,Baker Bowl,71,240424,3510,359775
NL,1920,PHI,Philadelphia Phillies,Baker Bowl,77,330998,4327,504572
NL,1921,PHI,Philadelphia Phillies,Baker Bowl,76,273961,3558,498373
NL,1922,PHI,Philadelphia Phillies,Baker Bowl,77,232471,3039,492728
NL,1923,PHI,Philadelphia Phillies,Baker Bowl,75,228168,2963,508727
NL,1924,PHI,Philadelphia Phillies,Baker Bowl,76,299818,3971,542581
NL,1925,PHI,Philadelphia Phillies,Baker Bowl,77,304905,3986,544213
NL,1926,PHI,Philadelphia Phillies,Baker Bowl,76,240600,3187,615050
NL,1927,PHI,Philadelphia Phillies,Baker Bowl,78,305420,3966,663740
NL,1928,PHI,Philadelphia Phillies,Baker Bowl,75,182168,2397,610137
NL,1929,PHI,Philadelphia Phillies,Baker Bowl,76,281200,3676,615714
NL,1930,PHI,Philadelphia Phillies,Baker Bowl,77,299007,3883,680817
NL,1931,PHI,Philadelphia Phillies,Baker Bowl,76,284849,3699,572977
NL,1932,PHI,Philadelphia Phillies,Baker Bowl,77,268914,3492,480167
NL,1933,PHI,Philadelphia Phillies,Baker Bowl,72,156421,2058,395353
NL,1934,PHI,Philadelphia Phillies,Baker Bowl,71,169885,2280,400013
NL,1935,PHI,Philadelphia Phillies,Baker Bowl,79,205470,2686,457164
NL,1936,PHI,Philadelphia Phillies,Baker Bowl,78,249219,3237,487961
NL,1937,PHI,Philadelphia Phillies,Baker Bowl,74,212790,2782,525529
NL,1938,PHI,Philadelphia Phillies,Baker Bowl / Shibe Park,75,166111,2215,570103
NL,1939,PHI,Philadelphia Phillies,Shibe Park,74,277973,3682,588397
NL,1940,PHI,Philadelphia Phillies,Shibe Park,79,207177,2708,548712
NL,1941,PHI,Philadelphia Phillies,Shibe Park,76,231401,3005,597206
NL,1942,PHI,Philadelphia Phillies,Shibe Park,74,230183,3049,544169
NL,1943,PHI,Philadelphia Phillies,Shibe Park,78,466975,6065,471168
NL,1944,PHI,Philadelphia Phillies,Shibe Park,79,369586,4831,496824
NL,1945,PHI,Philadelphia Phillies,Shibe Park,77,285057,3702,657588
NL,1946,PHI,Philadelphia Phillies,Shibe Park,78,1045247,13575,1112763
NL,1947,PHI,Philadelphia Phillies,Shibe Park,77,907332,11784,1298559
NL,1948,PHI,Philadelphia Phillies,Shibe Park,76,767429,9967,1221343
NL,1949,PHI,Philadelphia Phillies,Shibe Park,77,819698,10645,1185590
NL,1950,PHI,Philadelphia Phillies,Shibe Park,78,1217035,15806,1040077
NL,1951,PHI,Philadelphia Phillies,Shibe Park,77,937658,12177,905500
NL,1952,PHI,Philadelphia Phillies,Shibe Park,76,755417,9811,792394
NL,1953,PHI,Philadelphia Phillies,Shibe Park,78,853644,11086,927465
NL,1954,PHI,Philadelphia Phillies,Shibe Park,78,738991,9597,1001690
NL,1955,PHI,Philadelphia Phillies,Shibe Park,77,922886,11986,959302
NL,1956,PHI,Philadelphia Phillies,Shibe Park,77,934798,12140,1081196
NL,1957,PHI,Philadelphia Phillies,Shibe Park,78,1146230,14886,1102450
NL,1958,PHI,Philadelphia Phillies,Shibe Park,77,931110,12092,1270575
NL,1959,PHI,Philadelphia Phillies,Shibe Park,78,802815,10426,1249316
NL,1960,PHI,Philadelphia Phillies,Shibe Park,77,862205,11197,1335620
NL,1961,PHI,Philadelphia Phillies,Shibe Park,78,590039,7663,1091438
NL,1962,PHI,Philadelphia Phillies,Shibe Park,80,762034,9466,"1,13,6016"
NL,1963,PHI,Philadelphia Phillies,Shibe Park,81,907141,11199,1138223
NL,1964,PHI,Philadelphia Phillies,Shibe Park,81,1425891,17604,1204519
NL,1965,PHI,Philadelphia Phillies,Shibe Park,80,1166376,14489,1358114
NL,1966,PHI,Philadelphia Phillies,Shibe Park,81,1108201,13681,1501547
NL,1967,PHI,Philadelphia Phillies,Shibe Park,80,828888,10233,1297143
NL,1968,PHI,Philadelphia Phillies,Shibe Park,81,664546,8204,1178536
NL,1969,PHI,Philadelphia Phillies,Shibe Park,81,519414,6413,1257912
NL,1970,PHI,Philadelphia Phillies,Shibe Park,80,708247,8798,1388517
NL,1971,PHI,Philadelphia Phillies,Veterans Stadium,81,1511223,18657,1443738
NL,1972,PHI,Philadelphia Phillies,Veterans Stadium,79,1343329,17222,1294144
NL,1973,PHI,Philadelphia Phillies,Veterans Stadium,81,1475934,18221,1389610
NL,1974,PHI,Philadelphia Phillies,Veterans Stadium,81,1808648,22329,1414860
NL,1975,PHI,Philadelphia Phillies,Veterans Stadium,81,1909233,23571,1383374
NL,1976,PHI,Philadelphia Phillies,Veterans Stadium,81,2480150,30619,1388377
NL,1977,PHI,Philadelphia Phillies,Veterans Stadium,81,2700070,33334,1589186
NL,1978,PHI,Philadelphia Phillies,Veterans Stadium,82,2583389,31894,1675577
NL,1979,PHI,Philadelphia Phillies,Veterans Stadium,81,2775011,34259,1764868
NL,1980,PHI,Philadelphia Phillies,Veterans Stadium,81,2651650,32736,1760340
NL,1981,PHI,Philadelphia Phillies,Veterans Stadium,55,1638752,30631,1039866
NL,1982,PHI,Philadelphia Phillies,Veterans Stadium,81,2376394,29338,1792285
NL,1983,PHI,Philadelphia Phillies,Veterans Stadium,82,2128339,26276,1795774
NL,1984,PHI,Philadelphia Phillies,Veterans Stadium,81,2062693,25465,1731786
NL,1985,PHI,Philadelphia Phillies,Veterans Stadium,81,1830350,22597,1857680
NL,1986,PHI,Philadelphia Phillies,Veterans Stadium,80,1933335,24017,1861123
NL,1987,PHI,Philadelphia Phillies,Veterans Stadium,81,2100110,25927,2061180
NL,1988,PHI,Philadelphia Phillies,Veterans Stadium,81,1990041,24721,2041606
NL,1989,PHI,Philadelphia Phillies,Veterans Stadium,81,1861985,22987,2110320
NL,1990,PHI,Philadelphia Phillies,Veterans Stadium,81,1992484,24599,2040959
NL,1991,PHI,Philadelphia Phillies,Veterans Stadium,83,2050012,25309,2058014
NL,1992,PHI,Philadelphia Phillies,Veterans Stadium,81,1927448,23796,2009261
NL,1993,PHI,Philadelphia Phillies,Veterans Stadium,81,3137674,38737,2637470
NL,1994,PHI,Philadelphia Phillies,Veterans Stadium,60,2290971,39843,1843416
NL,1995,PHI,Philadelphia Phillies,Veterans Stadium,72,2043598,28383,1793589
NL,1996,PHI,Philadelphia Phillies,Veterans Stadium,81,1801677,22243,2169949
NL,1997,PHI,Philadelphia Phillies,Veterans Stadium,81,1490638,18403,2277526
NL,1998,PHI,Philadelphia Phillies,Veterans Stadium,81,1715722,21182,2401674
NL,1999,PHI,Philadelphia Phillies,Veterans Stadium,81,1825337,22535,2380436
NL,2000,PHI,Philadelphia Phillies,Veterans Stadium,81,1612769,19911,2480194
NL,2001,PHI,Philadelphia Phillies,Veterans Stadium,81,1782054,22847,2481346
NL,2002,PHI,Philadelphia Phillies,Veterans Stadium,79,1618141,19977,2309294
NL,2003,PHI,Philadelphia Phillies,Veterans Stadium,81,2259948,28973,2273813
NL,2004,PHI,Philadelphia Phillies,Citizens Bank Park,81,3206532,40589,2512690
NL,2005,PHI,Philadelphia Phillies,Citizens Bank Park,81,2665301,33316,2583685
NL,2006,PHI,Philadelphia Phillies,Citizens Bank Park,81,2701815,34200,2598741
NL,2007,PHI,Philadelphia Phillies,Citizens Bank Park,81,3108331,38374,2756384
NL,2008,PHI,Philadelphia Phillies,Citizens Bank Park,81,3422583,42254,2755082
NL,2009,PHI,Philadelphia Phillies,Citizens Bank Park,81,3600693,44453,2571627
NL,2010,PHI,Philadelphia Phillies,Citizens Bank Park,84,3777322,46634,2563111
NL,2011,PHI,Philadelphia Phillies,Citizens Bank Park,81,3680718,45441,2547018
NL,2012,PHI,Philadelphia Phillies,Citizens Bank Park,81,3565718,44021,2592218
NL,2013,PHI,Philadelphia Phillies,Citizens Bank Park,81,3012403,37190,2629060
NL,2014,PHI,Philadelphia Phillies,Citizens Bank Park,81,2423852,29924,2615565
NL,1901,PIT,Pittsburgh Pirates,Exposition Park,69,251955,3625,240004
NL,1902,PIT,Pittsburgh Pirates,Exposition Park,71,243826,3508,210377
NL,1903,PIT,Pittsburgh Pirates,Exposition Park,70,326855,4669,298795
NL,1904,PIT,Pittsburgh Pirates,Exposition Park,78,340615,4452,333034
NL,1905,PIT,Pittsburgh Pirates,Exposition Park,78,369124,4825,341789
NL,1906,PIT,Pittsburgh Pirates,Exposition Park,77,394877,5162,347652
NL,1907,PIT,Pittsburgh Pirates,Exposition Park,77,319506,4149,330028
NL,1908,PIT,Pittsburgh Pirates,Exposition Park,77,382444,4967,439014
NL,1909,PIT,Pittsburgh Pirates,Exposition Park / Forbes Field,78,534950,7039,437053
NL,1910,PIT,Pittsburgh Pirates,Forbes Field,76,436586,5707,366970
NL,1911,PIT,Pittsburgh Pirates,Forbes Field,78,432000,5610,403971
NL,1912,PIT,Pittsburgh Pirates,Forbes Field,75,384000,5086,341970
NL,1913,PIT,Pittsburgh Pirates,Forbes Field,79,296000,3973,353941
NL,1914,PIT,Pittsburgh Pirates,Forbes Field,77,139620,1813,213425
NL,1915,PIT,Pittsburgh Pirates,Forbes Field,79,225743,2932,303768
NL,1916,PIT,Pittsburgh Pirates,Forbes Field,78,289132,3755,381454
NL,1917,PIT,Pittsburgh Pirates,Forbes Field,79,192807,2504,295142
NL,1918,PIT,Pittsburgh Pirates,Forbes Field,71,213610,3418,171516
NL,1919,PIT,Pittsburgh Pirates,Forbes Field,70,276810,3983,359775
NL,1920,PIT,Pittsburgh Pirates,Forbes Field,78,429037,5572,504572
NL,1921,PIT,Pittsburgh Pirates,Forbes Field,76,701567,9171,498373
NL,1922,PIT,Pittsburgh Pirates,Forbes Field,78,523675,6801,492728
NL,1923,PIT,Pittsburgh Pirates,Forbes Field,77,611082,7936,508727
NL,1924,PIT,Pittsburgh Pirates,Forbes Field,77,736883,9632,542581
NL,1925,PIT,Pittsburgh Pirates,Forbes Field,77,804354,10514,544213
NL,1926,PIT,Pittsburgh Pirates,Forbes Field,79,798542,10438,615050
NL,1927,PIT,Pittsburgh Pirates,Forbes Field,79,869720,11295,663740
NL,1928,PIT,Pittsburgh Pirates,Forbes Field,77,495070,6514,610137
NL,1929,PIT,Pittsburgh Pirates,Forbes Field,76,491377,6423,615714
NL,1930,PIT,Pittsburgh Pirates,Forbes Field,77,357795,4647,680817
NL,1931,PIT,Pittsburgh Pirates,Forbes Field,78,260392,3382,572977
NL,1932,PIT,Pittsburgh Pirates,Forbes Field,76,287262,3731,480167
NL,1933,PIT,Pittsburgh Pirates,Forbes Field,77,288747,3750,395353
NL,1934,PIT,Pittsburgh Pirates,Forbes Field,78,322622,4302,400013
NL,1935,PIT,Pittsburgh Pirates,Forbes Field,77,352885,4613,457164
NL,1936,PIT,Pittsburgh Pirates,Forbes Field,76,372524,4838,487961
NL,1937,PIT,Pittsburgh Pirates,Forbes Field,78,459679,5970,525529
NL,1938,PIT,Pittsburgh Pirates,Forbes Field,78,641033,8547,570103
NL,1939,PIT,Pittsburgh Pirates,Forbes Field,77,376734,4925,588397
NL,1940,PIT,Pittsburgh Pirates,Forbes Field,75,507934,6597,548712
NL,1941,PIT,Pittsburgh Pirates,Forbes Field,78,482241,6263,597206
NL,1942,PIT,Pittsburgh Pirates,Forbes Field,77,448897,6107,544169
NL,1943,PIT,Pittsburgh Pirates,Forbes Field,78,498740,6477,471168
NL,1944,PIT,Pittsburgh Pirates,Forbes Field,81,604278,7899,496824
NL,1945,PIT,Pittsburgh Pirates,Forbes Field,79,604694,7853,657588
NL,1946,PIT,Pittsburgh Pirates,Forbes Field,78,749962,9740,1112763
NL,1947,PIT,Pittsburgh Pirates,Forbes Field,79,1283531,16669,1298559
NL,1948,PIT,Pittsburgh Pirates,Forbes Field,80,1517021,19702,1221343
NL,1949,PIT,Pittsburgh Pirates,Forbes Field,77,1449435,18824,1185590
NL,1950,PIT,Pittsburgh Pirates,Forbes Field,77,1166267,15245,1040077
NL,1951,PIT,Pittsburgh Pirates,Forbes Field,78,980590,12735,905500
NL,1952,PIT,Pittsburgh Pirates,Forbes Field,77,686673,8918,792394
NL,1953,PIT,Pittsburgh Pirates,Forbes Field,77,572757,7438,927465
NL,1954,PIT,Pittsburgh Pirates,Forbes Field,77,475494,6175,1001690
NL,1955,PIT,Pittsburgh Pirates,Forbes Field,75,469397,6096,959302
NL,1956,PIT,Pittsburgh Pirates,Forbes Field,78,949878,12336,1081196
NL,1957,PIT,Pittsburgh Pirates,Forbes Field,77,850732,11048,1102450
NL,1958,PIT,Pittsburgh Pirates,Forbes Field,77,1311988,17039,1270575
NL,1959,PIT,Pittsburgh Pirates,Forbes Field,77,1359917,17661,1249316
NL,1960,PIT,Pittsburgh Pirates,Forbes Field,78,1705828,22154,1335620
NL,1961,PIT,Pittsburgh Pirates,Forbes Field,77,1199128,15573,1091438
NL,1962,PIT,Pittsburgh Pirates,Forbes Field,81,1090648,13548,"1,13,6016"
NL,1963,PIT,Pittsburgh Pirates,Forbes Field,81,783648,9675,1138223
NL,1964,PIT,Pittsburgh Pirates,Forbes Field,81,759496,9376,1204519
NL,1965,PIT,Pittsburgh Pirates,Forbes Field,82,909279,11226,1358114
NL,1966,PIT,Pittsburgh Pirates,Forbes Field,81,1196618,14773,1501547
NL,1967,PIT,Pittsburgh Pirates,Forbes Field,81,907012,11198,1297143
NL,1968,PIT,Pittsburgh Pirates,Forbes Field,81,693485,8562,1178536
NL,1969,PIT,Pittsburgh Pirates,Forbes Field,81,769369,9498,1257912
NL,1970,PIT,Pittsburgh Pirates,Forbes Field / Three Rivers Stadium,82,1341947,16567,1388517
NL,1971,PIT,Pittsburgh Pirates,Three Rivers Stadium,80,1501132,18532,1443738
NL,1972,PIT,Pittsburgh Pirates,Three Rivers Stadium,78,1427460,18419,1294144
NL,1973,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1319913,16295,1389610
NL,1974,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1110552,13711,1414860
NL,1975,PIT,Pittsburgh Pirates,Three Rivers Stadium,80,1270018,15777,1383374
NL,1976,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1025945,12666,1388377
NL,1977,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1237349,15276,1589186
